price	bedrooms	bathrooms	sqft_living	sqft_lot	floors	waterfront	view	condition	grade	sqft_above	sqft_basement	yr_built	yr_renovated	zipcode	lat	long	sqft_living15	sqft_lot15
375000	3	2.5	2750	37096	2	0	0	3	9	2750	0	1989	0	98038	47.3732	-122.023	2700	40091
352000	4	2.5	2470	6116	1	0	0	3	7	1420	1050	1985	0	98038	47.3792	-122.047	1670	7627
291500	4	2.5	1770	5000	2	0	0	3	7	1770	0	2004	0	98038	47.3503	-122.005	2080	5100
665000	3	3.5	3580	95832	1.5	0	0	3	9	3580	0	2005	0	98038	47.4239	-122.015	2880	60548
347500	4	2.5	1970	7098	2	0	0	3	7	1970	0	2007	0	98038	47.3576	-122.058	1970	5361
725000	3	2.5	3580	54450	1.5	0	0	3	9	3580	0	1990	0	98038	47.4026	-122.033	3090	35943
359950	3	2.5	2210	6280	2	0	0	3	8	2210	0	2003	0	98038	47.35	-122.043	2250	5972
479000	4	2.5	2590	6139	2	0	0	3	8	2590	0	2001	0	98038	47.3883	-122.035	2410	6139
354000	4	2.5	2340	5420	2	0	0	3	8	2340	0	2003	0	98038	47.3773	-122.029	2420	6252
300000	3	2.5	1750	4200	2	0	0	3	7	1750	0	2005	0	98038	47.3605	-122.04	1890	4048
315000	3	2.5	1660	10763	2	0	0	3	7	1660	0	1994	0	98038	47.3812	-122.029	2010	7983
240000	3	1.75	1380	7500	1	0	0	3	7	1380	0	1988	0	98038	47.3628	-122.045	1530	7500
357000	4	2.5	1980	9757	2	0	0	5	7	1980	0	1995	0	98038	47.3675	-122.019	1610	6147
378000	3	2.5	2150	11672	2	0	0	3	8	2150	0	2004	0	98038	47.3515	-122.006	2150	5450
176000	3	3.25	1340	5434	2	0	0	3	7	1340	0	1986	0	98038	47.3779	-122.045	1670	6203
290000	3	2.5	2000	7414	2	0	0	4	7	2000	0	1993	0	98038	47.3508	-122.057	2000	7414
234000	3	1	1240	239144	1	0	0	3	6	1240	0	1921	1992	98038	47.4303	-122.046	1990	109335
308950	3	2.5	1600	6250	2	0	0	3	7	1600	0	1995	0	98038	47.3675	-122.02	1760	6110
485000	3	2.25	2900	35273	2	0	0	3	9	2900	0	1986	0	98038	47.4013	-122.03	2510	38487
205000	3	2.5	1870	3118	2	0	0	3	8	1870	0	1993	0	98038	47.3739	-122.056	1580	3601
369950	4	2.5	1910	10221	2	0	0	3	8	1910	0	1994	0	98038	47.381	-122.035	2210	8705
252000	3	2	1370	7500	1	0	0	3	7	1370	0	1997	0	98038	47.3634	-122.046	1420	7500
430000	3	2.5	2670	12806	2	0	0	3	9	2670	0	2010	0	98038	47.3686	-122.059	3010	7231
555000	5	3	3640	6930	2	0	0	3	8	3640	0	2004	0	98038	47.3521	-122.012	3740	7182
285000	3	2.5	1890	3629	2	0	0	3	7	1890	0	2005	0	98038	47.3613	-122.041	1980	4000
260000	3	2.5	1510	6095	2	0	0	4	7	1510	0	1991	0	98038	47.3498	-122.037	1520	6000
335620	3	2.25	1800	15903	1	0	0	3	8	1340	460	1986	0	98038	47.3813	-122.043	2000	15233
302000	5	2.25	2180	7813	2	0	0	3	7	2180	0	1986	0	98038	47.3651	-122.051	1880	8649
309950	4	2.75	2310	5000	2	0	0	3	7	2310	0	2006	0	98038	47.3614	-122.035	1980	5000
350000	4	2.5	2500	5831	2	0	0	3	8	2500	0	2007	0	98038	47.3454	-122.039	2500	5188
379900	3	2.5	2190	5071	2	0	0	3	8	2190	0	2004	0	98038	47.3506	-122.04	2300	5654
257700	4	2.25	1600	6202	2	0	0	4	7	1600	0	1986	0	98038	47.3784	-122.046	1530	6298
280500	3	2.25	1620	7566	2	0	0	3	7	1620	0	1990	0	98038	47.3566	-122.039	1470	7566
371000	4	2.5	2550	4770	2	0	0	3	8	2550	0	2005	0	98038	47.3526	-122	2380	4590
200000	2	1.75	910	2693	1	0	0	3	6	910	0	2003	0	98038	47.3493	-122.025	1360	2693
400000	2	1.75	1800	224769	1	0	0	3	7	1420	380	1950	2008	98038	47.4327	-122.06	1620	112384
299000	3	2.5	1650	4725	2	0	0	3	8	1650	0	2011	0	98038	47.3548	-122.055	2000	4725
275000	3	1.75	1180	6260	1	0	0	4	8	1180	0	1993	0	98038	47.3531	-122.048	1580	7272
390000	3	2.5	2250	8076	2	0	0	3	8	2250	0	1995	0	98038	47.3667	-122.041	2180	7244
525000	3	2.5	2340	35021	1	0	0	3	9	2340	0	1986	0	98038	47.3988	-122.028	2630	35190
400000	4	2.5	3130	5240	2	0	0	3	8	3130	0	2004	0	98038	47.3446	-122.042	2470	5240
1.13E+06	4	3.25	3890	422096	1.5	0	0	3	9	3150	740	2001	0	98038	47.4125	-121.982	2180	229996
339500	4	2.5	1930	7862	2	0	0	3	7	1930	0	1994	0	98038	47.3644	-122.04	1640	9145
305000	4	2.5	1620	4000	2	0	0	3	7	1620	0	2008	0	98038	47.3661	-122.02	1580	3780
446000	4	2	2280	43692	1	0	0	3	7	1140	1140	1957	1984	98038	47.4067	-122.03	2580	37938
215000	3	1	1160	10384	1	0	0	4	6	1160	0	1969	0	98038	47.3634	-122.027	1200	9880
234000	2	2	1200	3624	2	0	0	3	6	1200	0	2003	0	98038	47.349	-122.025	1360	2693
290000	3	2	1700	6498	1	0	0	3	7	1700	0	1986	0	98038	47.3781	-122.044	1700	6654
230000	3	2	1310	7332	1	0	0	3	7	1310	0	1987	0	98038	47.3597	-122.051	1530	7362
427000	3	2.5	2620	108464	2	0	0	4	8	2620	0	1990	0	98038	47.4583	-122.036	3190	105850
425000	4	3	2430	5502	2	0	0	3	8	2430	0	2002	0	98038	47.356	-122.014	2000	5702
295000	3	2.5	1560	4200	2	0	0	3	7	1560	0	2003	0	98038	47.3838	-122.026	1560	4200
710000	4	2.5	4070	129808	2	0	0	3	10	4070	0	1998	0	98038	47.4433	-122.016	4070	102366
314950	2	2.5	1860	6359	2	0	0	3	7	1860	0	2003	0	98038	47.3847	-122.029	1860	6359
515000	4	3.5	3400	5222	2	0	0	3	9	3400	0	2005	0	98038	47.3559	-122	3190	5326
530000	4	2.5	2690	46609	2	0	0	3	8	2690	0	1980	1991	98038	47.3843	-122.006	1500	34800
245000	3	1.75	1260	6908	1	0	0	3	7	1260	0	1994	0	98038	47.385	-122.031	1810	7159
495000	4	2.5	4060	8547	2	0	0	3	9	2790	1270	2007	0	98038	47.3694	-122.056	2810	8313
290000	3	1.75	1590	13500	1	0	0	4	7	1090	500	1980	0	98038	47.3621	-122.031	1540	10375
199000	3	2.5	1750	6725	1	0	0	3	7	1330	420	1993	0	98038	47.352	-122.058	1670	7744
357500	3	3.5	2080	5100	2	0	0	3	8	2080	0	2004	0	98038	47.35	-122.005	2080	5100
290000	3	2	1310	6265	1	0	0	3	7	1310	0	1988	0	98038	47.3893	-122.051	1100	6360
422000	4	2.5	3200	6691	2	0	0	3	7	3200	0	2002	0	98038	47.367	-122.031	2610	6510
359900	4	2.5	2600	5188	2	0	0	3	8	2600	0	2005	0	98038	47.3451	-122.04	2610	5188
311000	4	2.5	1975	8734	2	0	0	3	7	1975	0	1996	0	98038	47.363	-122.034	1975	8538
254000	3	2	1470	7694	1	0	0	4	7	1470	0	1992	0	98038	47.3539	-122.054	1580	7480
210000	3	1.5	1920	61014	1	0	0	3	6	1920	0	1953	0	98038	47.4446	-122.074	1616	61014
589450	4	2.5	3190	7941	2	0	0	3	10	3190	0	2005	0	98038	47.353	-122.002	3190	7255
319950	3	2.5	1700	7000	2	0	0	3	7	1700	0	1996	0	98038	47.3798	-122.025	1950	7000
299950	3	2.5	1780	4650	2	0	0	3	7	1780	0	2011	0	98038	47.386	-122.047	3050	3848
250000	3	2	1440	5457	2	0	0	3	7	1440	0	1986	0	98038	47.3784	-122.046	1480	6286
265000	3	1.75	1450	5858	1	0	0	4	7	1450	0	1991	0	98038	47.3482	-122.037	1520	6573
335000	4	2.5	1980	4745	2	0	0	3	7	1980	0	2004	0	98038	47.3495	-122.04	1980	4878
249900	3	2	1220	6404	1	0	0	3	7	1220	0	1994	0	98038	47.3523	-122.059	1570	7000
332500	3	2.25	1800	10500	2	0	0	3	7	1800	0	1995	0	98038	47.3879	-122.032	1870	8555
380000	4	2.5	2320	10079	2	0	0	3	7	2320	0	1994	0	98038	47.3828	-122.026	2010	7438
215000	2	2	1180	2521	2	0	0	3	6	1180	0	2005	0	98038	47.3487	-122.021	1310	3003
674950	3	2.75	3510	92347	2	0	0	3	10	3510	0	1990	0	98038	47.3735	-122.018	2970	37070
260250	3	1.75	1490	8357	1	0	0	4	7	1490	0	1993	0	98038	47.3473	-122.037	1490	7376
350500	2	2.5	1770	4950	1	0	0	3	7	1770	0	2003	0	98038	47.3497	-122.025	1770	4500
315000	3	2.5	2240	6097	2	0	0	3	8	2240	0	2002	0	98038	47.3503	-122.042	2240	5574
375000	4	2.5	2800	5000	2	0	0	3	9	2800	0	2006	0	98038	47.3596	-122.036	2960	5092
156601	2	1.75	1210	9750	1	0	0	3	7	1210	0	1984	0	98038	47.3438	-122.037	1650	9750
374950	4	2.5	2790	4650	2	0	0	3	8	2790	0	2004	0	98038	47.3557	-122.026	2850	4650
259500	3	2.25	1490	7589	2	0	0	3	7	1490	0	1993	0	98038	47.3474	-122.037	1510	6603
353000	4	2.5	1830	5331	2	0	0	3	7	1830	0	2002	0	98038	47.3557	-122.016	1830	5175
324950	4	2.5	1770	5000	2	0	0	3	7	1770	0	2004	0	98038	47.3506	-122.006	2080	5100
336500	4	2.5	2500	5264	2	0	0	3	7	2500	0	2003	0	98038	47.3853	-122.028	1960	5250
207000	3	1.75	1180	21275	1	0	0	4	6	1180	0	1958	0	98038	47.4018	-122.037	1490	35100
258000	3	1.75	1620	7540	1	0	0	3	7	1310	310	1988	0	98038	47.3635	-122.052	1580	7540
236000	4	2.75	2000	5827	2	0	0	3	7	2000	0	1997	0	98038	47.3629	-122.026	1710	6929
539500	3	2.5	3080	12476	2	0	0	3	10	3080	0	1990	0	98038	47.3752	-122.029	3130	13631
356000	4	2.5	2470	5074	2	0	0	3	8	2470	0	2004	0	98038	47.3457	-122.041	2470	5078
348450	4	2.5	1950	8628	2	0	0	3	8	1950	0	1994	0	98038	47.3817	-122.035	2210	9019
282000	3	2.5	1610	6000	2	0	0	4	7	1610	0	1993	0	98038	47.349	-122.036	1570	6000
313999	4	2.25	1870	4198	2	0	0	3	7	1870	0	2008	0	98038	47.3657	-122.021	1870	4184
209900	2	2	1180	3003	2	0	0	3	6	1180	0	2005	0	98038	47.3491	-122.02	1310	3003
361500	4	2.5	1980	7334	2	0	0	3	7	1980	0	2003	0	98038	47.3528	-122.041	1850	7134
335000	3	2.25	1870	5876	2	0	0	3	7	1870	0	1986	0	98038	47.3779	-122.045	1670	6203
252000	3	1.5	1400	6865	1	0	0	4	7	1400	0	1986	0	98038	47.3639	-122.048	1480	8125
340000	3	2.5	2170	9798	2	0	0	3	7	2170	0	1995	0	98038	47.3817	-122.023	2020	8121
323000	4	2.75	2000	9083	2	0	0	4	7	2000	0	1992	0	98038	47.3511	-122.058	1690	7735
360000	4	2.5	2000	5500	2	0	0	3	8	2000	0	2003	0	98038	47.3552	-122.014	2000	5512
287200	3	3	1850	19966	1	0	0	4	7	1090	760	1992	0	98038	47.3493	-122.034	1410	6715
535000	2	1.75	1780	224769	1	0	0	4	8	1780	0	1976	0	98038	47.4158	-122.002	2060	71560
1.18E+06	5	5	3960	94089	2	0	0	3	10	3960	0	1998	0	98038	47.38	-122.011	2240	64468
419000	4	2.5	3190	4980	2	0	0	3	9	3190	0	2005	0	98038	47.3657	-122.034	2830	6720
579000	3	2.75	2660	223027	1	0	0	3	8	1330	1330	1962	2015	98038	47.4127	-122.071	1560	222591
459950	4	2.5	2800	6567	2	0	0	3	9	2800	0	2006	0	98038	47.3555	-122.002	3400	5900
370000	4	2.75	2420	39704	1	0	0	3	9	2420	0	1985	0	98038	47.4053	-122.03	2760	36303
293500	3	2.5	1610	5024	2	0	0	3	7	1610	0	2004	0	98038	47.3833	-122.043	1790	3717
324900	4	2.5	1880	7965	2	0	0	3	7	1880	0	2000	0	98038	47.3642	-122.052	1570	7584
320000	4	2.5	2000	10051	2	0	0	3	7	2000	0	1997	0	98038	47.3625	-122.025	2000	6686
415000	4	2.75	2390	9968	1	0	0	4	9	1390	1000	1989	0	98038	47.3706	-122.056	2560	12385
394000	4	2.5	3000	9793	2	0	0	3	7	3000	0	2002	0	98038	47.3655	-122.028	1890	7557
339950	4	2.5	2150	4000	2	0	0	3	7	2150	0	2010	0	98038	47.3655	-122.018	1610	4000
353500	4	2.5	1770	9239	2	0	0	3	7	1770	0	2004	0	98038	47.3512	-122.006	2150	5450
445000	4	2.5	2990	6383	2	0	0	3	7	2990	0	2003	0	98038	47.3499	-122.027	2640	6454
339995	4	2.5	2180	5367	2	0	0	3	7	2180	0	2000	0	98038	47.3775	-122.022	2180	5130
225000	2	2.5	1360	2693	2	0	0	3	6	1360	0	2003	0	98038	47.3492	-122.025	1360	2693
300000	4	2.25	1660	3200	2	0	0	3	7	1660	0	2011	0	98038	47.3666	-122.019	1960	3558
320000	3	2.25	1650	7047	2	0	0	3	7	1650	0	1994	0	98038	47.3826	-122.027	2010	7763
380000	3	2.5	1880	6047	2	0	0	3	8	1880	0	1993	0	98038	47.3722	-122.044	2120	7188
365000	3	2.5	2190	5091	2	0	0	3	8	2190	0	2004	0	98038	47.3506	-122.039	2200	5948
574000	4	2.5	2980	10179	2	0	2	3	9	2980	0	2003	0	98038	47.3895	-122.033	2980	8828
280000	3	1.75	1590	27200	1.5	0	0	4	6	1590	0	1926	0	98038	47.4238	-122.052	1820	74052
267500	3	1	1090	22080	1	0	0	5	7	1090	0	1967	0	98038	47.3991	-121.964	1590	19457
428000	3	2.25	2600	15000	2	0	0	3	9	2600	0	1978	0	98038	47.3719	-122.056	2380	15000
397000	4	2.5	3000	8584	2	0	0	3	7	3000	0	2003	0	98038	47.369	-122.032	2610	7570
567500	3	2.5	3090	67082	2	0	0	3	9	3090	0	1990	0	98038	47.4032	-122.023	3650	62290
337000	4	2.5	2610	5240	2	0	0	3	8	2610	0	2004	0	98038	47.345	-122.042	2480	5240
245000	3	1.75	1260	8614	1	0	0	4	7	1260	0	1985	0	98038	47.3586	-122.056	1600	8614
269950	2	1.75	1320	7540	1	0	0	3	7	1320	0	1968	0	98038	47.3634	-122.052	1570	7540
410000	4	3	2430	7243	2	0	0	3	8	2430	0	2003	0	98038	47.3533	-122.016	2430	7084
290700	3	2.5	1670	6666	2	0	0	4	7	1670	0	1992	0	98038	47.3488	-122.033	1370	6170
185000	3	1.5	1090	9605	1	0	0	4	6	1090	0	1969	0	98038	47.3609	-122.028	1160	10487
290000	3	1.75	1340	63597	1	0	0	4	7	1340	0	1963	0	98038	47.4379	-122.011	1950	87120
415000	3	1.75	1340	63597	1	0	0	4	7	1340	0	1963	0	98038	47.4379	-122.011	1950	87120
242050	3	2.5	2170	9900	1	0	0	3	7	1690	480	1980	0	98038	47.3634	-122.031	1420	10614
335000	4	2.5	1830	4500	2	0	0	3	7	1830	0	2004	0	98038	47.3504	-122.005	2080	5100
295000	3	2.5	1570	6932	2	0	0	3	7	1570	0	1993	0	98038	47.3902	-122.049	1570	6271
350000	4	2.25	2220	6953	2	0	0	4	8	2220	0	1999	0	98038	47.3509	-122.041	2240	6716
355000	4	2.25	2200	3404	2	0	0	3	8	2200	0	2005	0	98038	47.3895	-122.034	2200	3449
330000	3	2.25	1860	11227	2	0	0	3	7	1860	0	1995	0	98038	47.3879	-122.031	1820	8800
373500	4	2.5	2610	4978	2	0	0	3	8	2610	0	2004	0	98038	47.3438	-122.04	2470	5024
379950	3	1.75	2040	12065	1	0	0	3	8	2040	0	1987	0	98038	47.3756	-122.044	2010	11717
700000	3	2.5	3110	123710	2	0	0	3	8	2430	680	1995	0	98038	47.3879	-122.002	2420	92782
240000	3	1.75	1260	7362	1	0	0	3	7	1260	0	1984	0	98038	47.3602	-122.052	1530	7232
429900	4	3.25	3760	4675	2	0	0	3	8	2740	1020	2007	0	98038	47.3862	-122.048	3280	4033
499000	4	2.5	3100	5700	2	0	0	3	9	3100	0	2011	0	98038	47.3696	-122.058	3060	6000
448000	5	3.5	3740	24684	2	0	0	3	9	2760	980	1998	0	98038	47.3832	-122.057	2880	26023
230000	3	2.5	1340	3011	2	0	0	3	7	1340	0	1995	0	98038	47.3839	-122.038	1060	3232
426500	4	2.75	2100	88426	1	0	0	3	6	2100	0	1990	0	98038	47.399	-122.011	2150	63162
336600	3	2.25	1654	8464	2	0	0	3	7	1654	0	1995	0	98038	47.3618	-122.033	1975	8515
325000	3	2.5	1740	5267	2	0	0	3	7	1740	0	1999	0	98038	47.3777	-122.023	2180	5000
335000	3	2.5	1740	5267	2	0	0	3	7	1740	0	1999	0	98038	47.3777	-122.023	2180	5000
649500	3	3	3730	383328	1.5	0	0	4	9	2230	1500	1990	0	98038	47.4257	-122.03	1940	217800
190000	3	2.25	1640	7730	1	0	0	4	7	1220	420	1989	0	98038	47.3576	-122.039	1560	7566
319000	3	2.5	1610	8544	2	0	0	5	7	1610	0	1994	0	98038	47.3714	-122.054	1840	8190
248000	4	2.5	1770	5855	2	0	0	3	7	1770	0	2003	0	98038	47.3483	-122.053	1790	5679
279000	3	2.5	1660	7388	2	0	0	3	7	1660	0	2003	0	98038	47.3865	-122.027	2240	6228
361500	4	2.75	2190	6740	2	0	0	3	7	2190	0	1995	0	98038	47.3804	-122.027	1950	7150
278226	4	2.5	2390	4639	2	0	0	3	8	2390	0	2006	0	98038	47.3527	-121.999	2390	4521
349950	3	2.5	2390	6441	2	0	0	3	7	2390	0	2002	0	98038	47.3659	-122.029	2180	7346
295000	3	1.75	1520	6559	1	0	0	4	7	1170	350	1992	0	98038	47.35	-122.037	1520	6095
503000	3	2	2590	108900	2	0	0	3	8	1980	610	1988	0	98038	47.4088	-122.055	3170	108900
560000	3	2.5	3440	103672	2	0	0	3	9	3440	0	1990	0	98038	47.3895	-121.986	2710	112820
334950	4	2.5	2230	5500	2	0	0	3	7	2230	0	1999	0	98038	47.3533	-122.023	1910	5500
355900	3	2.5	2090	3821	2	0	0	3	7	2090	0	2008	0	98038	47.3655	-122.017	2040	4200
355000	4	2.5	2150	3600	2	0	0	3	7	2150	0	2010	0	98038	47.3658	-122.019	2220	3915
465000	4	2.5	2590	16437	2	0	0	3	8	2590	0	1986	0	98038	47.3714	-122.059	2320	15625
276900	3	2.5	1620	7320	2	0	0	3	7	1620	0	1989	0	98038	47.3617	-122.054	1550	7686
525000	5	3.25	3960	321908	2	0	0	4	9	2690	1270	1989	0	98038	47.3984	-122.055	2360	96703
359950	4	3.25	2290	4785	2	0	0	3	9	2290	0	2007	0	98038	47.3833	-122.037	2290	4785
392000	4	2.75	1940	6555	2	0	0	3	8	1940	0	1990	0	98038	47.3701	-122.041	1840	6912
435000	3	2.5	2530	16102	2	0	0	3	9	2530	0	1989	0	98038	47.371	-122.055	2370	14957
280000	3	2.5	1600	7936	2	0	0	3	7	1600	0	1996	0	98038	47.3673	-122.017	1830	7936
379950	4	2.5	2680	4500	2	0	0	3	8	2680	0	2011	0	98038	47.3561	-122.056	2010	4500
350000	4	2.5	2610	5866	2	0	0	3	8	2610	0	2005	0	98038	47.3441	-122.04	2480	5188
279950	3	2.25	1340	7202	2	0	0	4	7	1340	0	1989	0	98038	47.3563	-122.039	1470	7395
390000	3	1.75	1870	40250	1	0	0	5	7	1870	0	1959	0	98038	47.4038	-122.036	1870	40250
385000	4	2.5	2960	5054	2	0	0	3	9	2960	0	2006	0	98038	47.3601	-122.035	2960	5000
450000	3	2.5	2450	19744	2	0	0	3	10	2450	0	1990	0	98038	47.3746	-122.026	2650	19597
700000	3	2.5	2530	623779	1	0	0	4	8	2530	0	1980	0	98038	47.4188	-121.949	2120	100623
254000	3	2	1480	7480	1	0	0	4	7	1480	0	1992	0	98038	47.3542	-122.055	1680	7146
387990	4	2.5	2640	5595	2	0	0	3	8	2640	0	2011	0	98038	47.3551	-122.054	1840	5011
300000	3	2.5	1880	4200	2	0	0	3	7	1880	0	2007	0	98038	47.366	-122.017	2090	4200
454450	4	3	2810	6000	2	0	0	3	9	2810	0	2007	0	98038	47.3689	-122.057	2790	6000
321000	4	2.5	1830	9601	2	0	0	3	7	1830	0	2003	0	98038	47.3541	-122.015	1830	5892
288000	3	2.5	1520	3593	2	0	0	3	7	1520	0	2004	0	98038	47.3842	-122.042	1610	3612
175000	2	1	830	2699	1	0	0	3	7	830	0	1996	0	98038	47.3839	-122.038	1030	3574
424950	4	2.5	2480	8563	2	0	0	3	8	2480	0	1992	0	98038	47.381	-122.033	2460	8660
399950	4	2.5	2350	5100	2	0	0	3	8	2350	0	2003	0	98038	47.3507	-122.007	2190	5100
765000	4	2.5	4040	25752	2	0	0	3	10	4040	0	2000	0	98038	47.4579	-122.068	3230	22247
470000	3	2	1730	38884	1	0	0	3	8	1730	0	1997	0	98038	47.4164	-121.951	2130	91040
314500	3	1.75	1700	17355	1	0	0	3	7	1200	500	1978	0	98038	47.3637	-122.057	1900	9528
500000	4	2.75	3000	213008	1	0	0	4	8	3000	0	1975	0	98038	47.4032	-121.982	2300	74191
293000	4	2.25	1870	5371	2	0	0	3	7	1870	0	2009	0	98038	47.3844	-122.036	2380	4502
249900	2	2	1470	2541	2	0	0	3	6	1470	0	2005	0	98038	47.3502	-122.02	1310	2721
355500	3	2.5	2600	5540	2	0	0	3	8	2600	0	2004	0	98038	47.3446	-122.041	2600	5540
448000	4	2.5	2510	6853	2	0	2	3	9	2510	0	2006	0	98038	47.3547	-122.003	3400	6965
589950	4	2.5	3190	8195	2	0	0	3	10	3190	0	2006	0	98038	47.3555	-122.003	3400	7607
264500	3	2.25	1370	7087	2	0	0	3	7	1370	0	1993	0	98038	47.3504	-122.035	1400	6600
314000	4	2.5	2340	8990	2	0	0	3	8	2340	0	2003	0	98038	47.3781	-122.03	2980	6718
110000	3	1	1250	53143	1	0	0	5	6	1250	0	1945	0	98038	47.4235	-122.051	1820	217800
499950	5	2.5	3180	23809	1	0	0	3	9	3180	0	1978	0	98038	47.3727	-122.054	2500	15778
254950	4	2	2180	8800	1	0	0	5	7	1170	1010	1977	0	98038	47.3676	-122.046	1630	8800
376000	4	2.75	2420	5773	2	0	0	3	8	2420	0	2005	0	98038	47.3772	-122.029	2420	6200
390000	3	3	2480	14141	1	0	0	3	8	1500	980	1994	0	98038	47.3778	-122.033	2480	10667
310000	3	2.5	1890	6300	2	0	0	3	7	1890	0	2003	0	98038	47.3673	-122.031	2100	6525
485000	3	2.5	1540	7120	1	0	0	3	7	770	770	1938	2013	98038	47.3729	-122.037	1000	6638
545000	4	1.75	2040	53578	1	0	0	5	7	1160	880	1959	0	98038	47.3844	-122	2040	53578
316000	3	2.25	1900	7479	2	0	0	4	7	1900	0	1992	0	98038	47.3495	-122.037	1520	6559
312900	4	2.5	1630	4473	2	0	0	3	7	1630	0	2003	0	98038	47.3546	-122.015	1830	5082
375000	1	1	800	533610	1.5	0	0	5	5	800	0	1950	0	98038	47.4134	-121.986	1790	216057
329900	3	2.5	2170	4905	2	0	0	3	8	2170	0	2004	0	98038	47.3503	-122.039	2300	4935
440000	4	2.5	2800	28254	2	0	0	3	9	2800	0	2001	0	98038	47.3552	-122.063	2530	4694
266500	3	2.25	1740	5460	1	0	0	3	7	1210	530	1998	0	98038	47.3648	-122.046	1740	7500
295000	3	2.5	1690	8564	2	0	0	4	7	1690	0	1992	0	98038	47.3518	-122.057	1690	7532
275250	3	2.25	1520	7199	2	0	0	4	7	1520	0	1992	0	98038	47.3492	-122.034	1410	6751
250000	4	2.5	2040	5770	2	0	0	3	7	2040	0	1994	0	98038	47.3522	-122.059	1570	6753
225000	3	2.5	2000	9202	2	0	0	4	7	2000	0	1992	0	98038	47.3516	-122.057	1750	7827
272450	3	2.25	1780	7332	2	0	0	3	7	1780	0	1987	0	98038	47.3593	-122.051	1510	7625
555000	4	2.5	2920	24074	2	0	0	3	9	2920	0	1997	0	98038	47.381	-122.056	2760	26023
390000	4	2.5	2560	43560	2	0	0	3	8	2560	0	1989	0	98038	47.3692	-122.047	2130	10150
550000	4	3	4180	35169	2	0	0	3	11	4180	0	1986	1998	98038	47.4	-122.027	3010	35190
326995	3	2.5	1860	5321	2	0	0	3	7	1860	0	2000	0	98038	47.3848	-122.033	1940	5205
409950	4	3	2430	7163	2	0	0	3	8	2430	0	2003	0	98038	47.3558	-122.013	2430	6028
295000	3	1.75	1060	8100	2	0	0	4	7	1060	0	1983	0	98038	47.3617	-122.047	1410	8100
608000	3	2	2400	217800	2	0	0	3	8	1590	810	1975	0	98038	47.4166	-121.94	2340	207781
305000	3	2.25	1370	6600	2	0	0	4	7	1370	0	1993	0	98038	47.3504	-122.035	1370	6600
276500	4	2.25	2380	128937	1	0	0	4	7	2380	0	1960	0	98038	47.4253	-122.043	1030	114998
246500	3	2.5	1620	7686	2	0	0	3	7	1620	0	1989	0	98038	47.3613	-122.053	1370	7686
343000	4	2.5	2070	4500	2	0	0	3	7	2070	0	2004	0	98038	47.3497	-122.026	2760	5173
261000	3	1.75	1350	7686	1	0	0	3	7	1350	0	1987	0	98038	47.3617	-122.052	1370	7686
275000	3	2.5	2030	6326	2	0	0	3	7	2030	0	1993	0	98038	47.3491	-122.029	1810	6825
375000	4	2.5	2040	109336	1.5	0	0	4	8	2040	0	1973	0	98038	47.4193	-121.958	2370	133729
309000	3	2.5	1990	3614	2	0	0	3	7	1990	0	2005	0	98038	47.36	-122.039	1980	3800
410000	5	2.75	2910	5802	2	0	0	3	7	2910	0	2006	0	98038	47.3591	-122.036	2910	5000
465000	4	2.5	3060	6000	2	0	0	3	9	3060	0	2012	0	98038	47.3689	-122.058	3040	6000
250000	2	1.75	1350	4023	1	0	0	3	7	1350	0	2005	0	98038	47.3493	-122.023	1370	3570
920000	3	3.25	3660	66211	2	0	0	3	10	3660	0	2003	0	98038	47.4087	-122.062	3660	107153
237500	3	2	1350	8960	1	0	0	4	7	1350	0	1986	0	98038	47.3614	-122.045	1470	8288
540000	3	2.5	3100	100188	1	0	0	4	7	1820	1280	1981	0	98038	47.3928	-122.066	2430	104979
315000	3	2.5	1730	6368	2	0	0	3	7	1730	0	1993	0	98038	47.3505	-122.032	1780	6597
570000	4	2.5	3420	115434	2	0	0	3	9	3420	0	1989	0	98038	47.3932	-121.988	3250	111513
610000	3	2.5	2080	167270	1	0	0	3	7	2080	0	2000	0	98038	47.4032	-121.963	2080	55321
250000	3	2	1470	2781	2	0	0	3	6	1470	0	2003	0	98038	47.349	-122.024	1360	3008
315000	5	2.5	2090	4698	2	0	0	3	7	2090	0	1998	0	98038	47.3538	-122.025	2070	4698
375000	3	2.5	1830	13042	2	0	0	3	8	1830	0	1990	0	98038	47.3738	-122.042	1940	6996
260000	3	1.75	1360	15210	1	0	0	3	7	1360	0	1987	0	98038	47.3657	-122.047	1610	7800
365000	4	2.5	1620	219542	2	0	0	3	7	1620	0	1980	0	98038	47.4014	-122.069	2240	217800
539950	4	2.5	2960	37430	2	0	0	3	9	2960	0	1990	0	98038	47.3988	-122.023	2800	36384
296475	3	2.5	1520	4170	2	0	0	3	7	1520	0	2004	0	98038	47.3842	-122.04	1560	4237
190000	4	1.75	1900	9861	1	0	0	4	7	1900	0	1967	0	98038	47.3615	-122.057	1720	7967
349900	5	2.5	2530	4229	2	0	0	3	7	2530	0	2004	0	98038	47.3531	-122.021	2070	4879
540000	5	3	3610	9775	2	0	0	3	8	3610	0	2003	0	98038	47.3545	-122.011	2800	8582
363990	4	2.5	2240	3712	2	0	0	3	8	2240	0	2014	0	98038	47.3551	-122.061	2530	4315
