"Hotel_Address" "Hotel_Name" "lat" "lng" "Average_Score" "Total_Number_of_Reviews" "Negative_Word_Counts" "Positive_Word_Counts" "Number_of_Reviews_by_Reviewer" "Proportion_Postive" "Proportion_Negative"
"223" "19 21 Penywern Road Kensington and Chelsea London SW5 9TT United Kingdom" "Best Western The Boltons Hotel London Kensington" 51.4907493 -0.1934627 7.7 1573 23.3588342440801 16.1457194899818 8.89617486338798 0.932604735883424 0.841530054644809
"224" "19 25 Granville Place Marble Arch Westminster Borough London W1H 6PA United Kingdom" "Radisson Blu Edwardian Sussex" 51.5144381 -0.1558337 8 1295 19.0767888307155 13.2041884816754 6.86910994764398 0.904013961605585 0.860383944153578
"225" "19 avenue Kleber 16th arr 75116 Paris France" "Hotel The Peninsula Paris" 48.8710605 2.2933537 9.5 275 10.4827586206897 17.948275862069 7.70689655172414 0.896551724137931 0.551724137931034
"226" "19 Boulevard De La Tour Maubourg 7th arr 75007 Paris France" "Le Narcisse Blanc Spa" 48.8605125 2.3106533 9.5 222 11.0350877192982 26.3859649122807 5.45614035087719 0.964912280701754 0.614035087719298
"227" "19 Brent Street Brent Cross London NW4 2EU United Kingdom" "The Pillar Hotel" 51.583236 -0.216868 8.6 215 22.6336633663366 14.5445544554455 5.33663366336634 0.900990099009901 0.653465346534653
"228" "19 New Bridge Street City of London London EC4V 6DB United Kingdom" "Crowne Plaza London The City" 51.5122429 -0.1045036 8.6 488 13.9065420560748 16.5560747663551 5.22429906542056 0.892523364485981 0.700934579439252
"229" "19 place du Panth on 5th arr 75005 Paris France" "H tel Les Dames du Panth on" 48.845743 2.34493 8.8 234 15.1857142857143 22.9571428571429 8.08571428571429 0.957142857142857 0.657142857142857
"230" "19 Rue Copernic 16th arr 75016 Paris France" "H tel Victor Hugo Paris Kl ber" 48.8690198 2.2891278 7.9 236 16.375 15.6041666666667 8.125 0.916666666666667 0.770833333333333
"231" "19 Rue Cujas 5th arr 75005 Paris France" "Grand Hotel Saint Michel" 48.8478399 2.342254 8.8 625 11.6258064516129 26.3483870967742 7.12258064516129 0.954838709677419 0.729032258064516
"232" "19 Rue De Caumartin 9th arr 75009 Paris France" "Hotel Maison Ath n e" 48.8713421 2.3280723 8.8 346 16.5604395604396 20.9120879120879 12.1758241758242 0.956043956043956 0.769230769230769
"233" "19 Rue Des Pretres Saint Germain L Auxerrois 1st arr 75001 Paris France" "Relais Du Louvre" 48.8592264 2.340996 8.9 406 9.84090909090909 25.7727272727273 7.98863636363636 0.988636363636364 0.511363636363636
"234" "19 Rue du Commandant Ren Mouchotte 14th arr 75014 Paris France" "Pullman Paris Montparnasse" 48.8382943 2.3210421 8.1 1501 22.3045112781955 14.1541353383459 7.3796992481203 0.909774436090226 0.800751879699248
"235" "19 Rue Du Pont Neuf 1st arr 75001 Paris France" "Best Western Ducs de Bourgogne" 48.8603483 2.3440535 7.7 684 26.1549295774648 17.5211267605634 5.61971830985915 0.936619718309859 0.845070422535211
"236" "19 Rue Tronchet 8th arr 75008 Paris France" "Best Western Premier Op ra Opal" 48.8722588 2.3257608 8.6 772 12.5602836879433 15.0992907801418 7.5177304964539 0.964539007092199 0.666666666666667
"237" "19 Rue Vernet 8th arr 75008 Paris France" "Amarante Champs Elys es" 48.8717649 2.2983855 7.7 464 19.3529411764706 11.3333333333333 9.61764705882353 0.931372549019608 0.862745098039216
"238" "190 Queen s Gate Kensington and Chelsea London SW7 5EX United Kingdom" "The Gore Hotel Starhotels Collezione" 51.5001979 -0.1795357 8.6 968 18.9616122840691 19.9136276391555 6.9021113243762 0.971209213051823 0.752399232245681
"239" "199 206 High Holborn Camden London WC1V 7BD United Kingdom" "The Hoxton Holborn" 51.5172398 -0.1220324 9.2 1740 12.4185430463576 20.794701986755 6.51523178807947 0.976158940397351 0.675496688741722
"240" "1a Lexham Gardens Kensington and Chelsea London W8 5JJ United Kingdom" "Mercure London Kensington Hotel" 51.4950098 -0.1906195 7.5 1016 27.2352941176471 16.4683257918552 8.80090497737557 0.920814479638009 0.839366515837104
"241" "2 24 Kensington High St Kensington and Chelsea London W8 4PT United Kingdom" "Royal Garden Hotel" 51.5027022 -0.1882164 8.8 2213 15.5022883295195 16.1201372997712 8.82951945080092 0.931350114416476 0.740274599542334
"242" "2 4 Boundary Street Hackney London E2 7DD United Kingdom" "Boundary Rooms Suites" 51.5244224 -0.0764614 8.4 45 10 20.0833333333333 4.91666666666667 1 0.583333333333333
"243" "2 4bis Cit Rougemont 9th arr 75009 Paris France" "H tel Ad le Jules" 48.8721062 2.3451384 9.1 376 15.3820224719101 23.8876404494382 8.70786516853933 0.943820224719101 0.573033707865168
"244" "2 5 Montague Street Bloomsbury Camden London WC1B 5BU United Kingdom" "Grange White Hall Hotel" 51.5203469 -0.1260893 7.9 468 25.8571428571429 17.6333333333333 4.77619047619048 0.928571428571429 0.79047619047619
"245" "2 8 Great Suffolk Street Southwark London SE1 0UG United Kingdom" "Hilton London Bankside" 51.5056956 -0.101525 9.3 2319 15.2497200447928 18.6382978723404 6.61926091825308 0.966405375139978 0.678611422172452
"246" "2 8 Hanger Lane Ealing Common London W5 3HN United Kingdom" "DoubleTree by Hilton London Ealing" 51.511521 -0.290706 8.4 1494 17.6852941176471 16.6073529411765 5.61470588235294 0.916176470588235 0.794117647058823
"247" "2 avenue la Porte Molitor 16th arr 75016 Paris France" "Molitor Paris MGallery by Sofitel" 48.8448902 2.252833 8.8 659 15.0684931506849 13.8904109589041 8.93150684931507 0.931506849315068 0.671232876712329
"248" "2 Bd Garibaldi 15th arr 75015 Paris France" "First Hotel Paris Tour Eiffel" 48.8475112 2.3022198 8.3 275 21.2916666666667 19.9861111111111 4.52777777777778 0.944444444444444 0.75
"249" "2 Bridge Place Victoria Westminster Borough London SW1V 1QA United Kingdom" "DoubleTree by Hilton London Victoria" 51.49398 -0.143372 8.4 2902 17.0244590780809 15.7008466603951 5.0620884289746 0.924741298212606 0.743179680150517
"250" "2 Caxton Street Westminster Borough London SW1H 0QW United Kingdom" "St Ermin s Hotel Autograph Collection" 51.498905 -0.1339093 8.9 857 16.9791666666667 17.4427083333333 5.86979166666667 0.9375 0.7109375
"251" "2 Montagu Place Westminster Borough London W1H 2ER United Kingdom" "Montagu Place Hotel" 51.5191009 -0.1592 9.1 287 12.6396396396396 19.8648648648649 6.36936936936937 0.945945945945946 0.675675675675676
"252" "2 place des Pyramides 1st arr 75001 Paris France" "H tel Regina" 48.8637503 2.3320406 9 1329 13.7903225806452 23.1989247311828 7.00268817204301 0.951612903225806 0.64247311827957
"253" "2 place Louis Armand 12th arr 75012 Paris France" "Mercure Paris Gare De Lyon TGV" 48.8442949 2.3730938 7.9 2903 17.5669099756691 15.6082725060827 9.97566909975669 0.929440389294404 0.725060827250608
"254" "2 Rue Boulard 14th arr 75014 Paris France" "Villa Montparnasse" 48.8349272 2.3295913 7.6 300 16.9038461538462 17.1346153846154 8.63461538461539 0.980769230769231 0.769230769230769
"255" "2 Rue d Artois 8th arr 75008 Paris France" "H tel des Champs Elys es" 48.8722884 2.3090359 8.4 755 9.81967213114754 16.2131147540984 6.0327868852459 0.956284153005464 0.639344262295082
"256" "2 rue de Gramont 2nd arr 75002 Paris France" "Lyric H tel Paris" 48.8690126 2.3368708 8.9 480 10.7113402061856 20.9896907216495 9.15463917525773 0.938144329896907 0.639175257731959
"257" "2 Rue De Parme 9th arr 75009 Paris France" "Hotel Design Secret de Paris" 48.8814056 2.3282568 9.2 618 11.2150537634409 27.6451612903226 5.87096774193548 0.978494623655914 0.602150537634409
"258" "2 rue des Guillemites 4th arr 75004 Paris France" "Hotel Dupond Smith" 48.857898 2.3571978 9.3 60 6.73913043478261 22.0869565217391 5.26086956521739 0.956521739130435 0.478260869565217
"259" "2 Rue du Colonel Pierre Avia 15th arr 75015 Paris France" "Okko Hotels Paris Porte De Versailles" 48.8327729 2.2787597 9.2 257 18.1860465116279 33.2325581395349 5.13953488372093 0.930232558139535 0.651162790697674
"260" "2 Rue Duperr 9th arr 75009 Paris France" "La Villa Royale" 48.8821595 2.3367444 8.1 404 22.6578947368421 27.8947368421053 8.47368421052632 0.960526315789474 0.763157894736842
"261" "2 Rue Edouard VII 9th arr 75009 Paris France" "Hotel Indigo Paris Opera" 48.8704371 2.329236 9.1 616 13.6 19.304347826087 9.31304347826087 0.939130434782609 0.669565217391304
"262" "2 rue Geoffroy Marie 9th arr 75009 Paris France" "Villa Opera Drouot" 48.8732231 2.3436097 8.4 528 17.0833333333333 22.625 8.72916666666667 0.927083333333333 0.791666666666667
"263" "2 Rue Hector Malot 12th arr 75012 Paris France" "Novotel Paris Gare De Lyon" 48.8453785 2.3753036 8.5 3583 17.1713780918728 17.756183745583 6.68904593639576 0.915194346289753 0.720848056537102
"264" "2 Rue Racine 6th arr 75006 Paris France" "H tel Belloy Saint Germain By Happyculture" 48.8503901 2.3422527 8.3 303 17.0609756097561 23.4878048780488 6.39024390243902 0.963414634146341 0.707317073170732
"265" "2 Rue Saint Sulpice 6th arr 75006 Paris France" "Hotel Louis 2" 48.8516148 2.3381293 8.4 265 11.7818181818182 18.7454545454545 6.74545454545455 0.981818181818182 0.763636363636364
"266" "2 Rue Scribe 9th arr 75009 Paris France" "InterContinental Paris Le Grand" 48.8708391 2.3303651 8.8 833 13.74 14.5133333333333 6.48 0.88 0.686666666666667
"267" "2 Spring Gardens Trafalgar Square Westminster Borough London SW1A 2TS United Kingdom" "The Trafalgar Hilton" 51.507374 -0.129135 8.1 784 21.8374655647383 13.396694214876 4.98347107438016 0.909090909090909 0.787878787878788
"268" "2 Stanhope Row Park Lane Westminster Borough London W1J 7BS United Kingdom" "Park Lane Mews Hotel" 51.5059334 -0.1489418 7 2061 25.4361400189215 12.3878902554399 7.12393566698202 0.904446546830653 0.880794701986755
"269" "2 Sylvester Path Hackney London E8 1EN United Kingdom" "Old Ship Inn Hackney" 51.5458476 -0.0554113 7.9 272 24.3428571428571 24.2928571428571 6.32857142857143 0.935714285714286 0.835714285714286
"270" "2 The Avenue Ealing London W13 8PH United Kingdom" "The Drayton Court Hotel" 51.5141842 -0.3192925 8.8 750 17.843989769821 21.7800511508951 6.9156010230179 0.964194373401535 0.703324808184143
"271" "2 Wallenberg Place Westminster Borough London W1H 7TN United Kingdom" "The Montcalm Marble Arch" 51.5150522 -0.159239 8.9 2752 12.4618284637135 18.426013195099 8.20735155513666 0.941564561734213 0.699340245051838
"272" "2 Warrington Crescent Westminster Borough London W9 1ER United Kingdom" "The Colonnade" 51.5243286 -0.1846623 7.8 391 21.8059701492537 18.8706467661692 7.08955223880597 0.90547263681592 0.82089552238806
"273" "2 Whitehall Court Westminster Borough London SW1A 2EJ United Kingdom" "The Royal Horseguards" 51.5054185 -0.1241499 8.9 2007 16.7720739219713 18.1960985626283 5.7299794661191 0.941478439425051 0.716632443531828
"274" "20 28 Bolsover Street Westminster Borough London W1W 5NB United Kingdom" "Grange Fitzrovia Hotel" 51.521759 -0.1425381 8.1 1034 20.6637362637363 13.9626373626374 6.63296703296703 0.920879120879121 0.8
"275" "20 bis rue de la Ga t 14th arr 75014 Paris France" "H tel Le M" 48.8397623 2.3235324 8.2 1140 15.7251908396947 19.3282442748092 8.36641221374046 0.954198473282443 0.687022900763359
"276" "20 Chesham Place Kensington and Chelsea London SW1X 8HQ United Kingdom" "The Hari London" 51.4973203 -0.1562558 9.2 635 10.5872340425532 20.4170212765957 9.08085106382979 0.931914893617021 0.646808510638298
"277" "20 Lavington Street Southwark London SE1 0NZ United Kingdom" "citizenM London Bankside" 51.5051507 -0.1004724 9.1 3802 13.977587343441 20.85629531971 9.7686222808174 0.967699406723797 0.714568226763349
"278" "20 Mercer Street Covent Garden Camden London WC2H 9HD United Kingdom" "Radisson Blu Edwardian Mercer Street" 51.5139275 -0.1271506 8.7 1478 17.2007822685789 15.8539765319426 6.29726205997392 0.953063885267275 0.777053455019557
"279" "20 Nevern Square Kensington and Chelsea London SW5 9PD United Kingdom" "Twenty Nevern Square Hotel" 51.4915712 -0.1963192 8.3 1719 22.7809278350515 21.1005154639175 8.07860824742268 0.938144329896907 0.798969072164949
"280" "20 Pembridge Gardens Kensington and Chelsea London W2 4DU United Kingdom" "The Abbey Court Notting Hill" 51.5101401 -0.1968951 7.8 322 18.8555555555556 19.2 7.51111111111111 0.933333333333333 0.788888888888889
"281" "20 rue Berthollet 5th arr 75005 Paris France" "Seven Hotel" 48.8389823 2.3455528 8.5 467 12.5 20 6.14583333333333 1 0.729166666666667
"282" "20 rue de l Ing nieur Robert Keller 15th arr 75015 Paris France" "Platine Hotel Spa" 48.8473459 2.2832408 8.6 729 12.7522123893805 21.9380530973451 7.56637168141593 0.964601769911504 0.734513274336283
"283" "20 rue du Sommerard 5th arr 75005 Paris France" "Mercure Paris Notre Dame Saint Germain des Pr s" 48.8503074 2.3450612 8 268 18.8266666666667 18.0266666666667 6.06666666666667 0.96 0.826666666666667
"284" "20 Rue Jean Rey 15th arr 75015 Paris France" "Mercure Paris Centre Tour Eiffel" 48.8548641 2.2923181 8 2611 19.9533073929961 13.8728923476005 5.60700389105058 0.937743190661479 0.773022049286641
"285" "20 Rue La Fayette 9th arr 75009 Paris France" "Banke H tel" 48.8735736 2.335965 8.4 688 15.8364779874214 14.7924528301887 8.67295597484277 0.874213836477987 0.767295597484277
"286" "20 Upper Ground Southwark London SE1 9PD United Kingdom" "Mondrian London" 51.5084036 -0.1067988 9.1 3611 17.8160703075957 19.7664783427495 7.54990583804143 0.956057752667922 0.718769617074702
"287" "20 Warwick Street Westminster Borough London W1B 5NF United Kingdom" "Karma Sanctum Soho Hotel" 51.5116049 -0.1383145 8.1 423 21.6165803108808 13.0621761658031 5.29533678756477 0.911917098445596 0.823834196891192
"288" "202 220 Cromwell Road Kensington and Chelsea London SW5 0SW United Kingdom" "NH London Kensington" 51.4948507 -0.1945544 8.2 879 18.5022222222222 16.6222222222222 7.95111111111111 0.942222222222222 0.746666666666667
"289" "202 rue de Rivoli 1st arr 75001 Paris France" "Saint James Albany Paris Hotel Spa" 48.8642689 2.3308179 8 2868 24.1742857142857 16.0785714285714 7.13 0.915714285714286 0.78
"290" "207 Boulevard Raspail 14th arr 75014 Paris France" "Mercure Paris Montparnasse Raspail" 48.8412131 2.3302954 8.2 369 18.9746835443038 19.2658227848101 6.81012658227848 0.987341772151899 0.784810126582278
"291" "209 211 rue de Charenton 12th arr 75012 Paris France" "Golden Tulip Bercy Gare de Lyon 209" 48.8393229 2.3892274 8.7 1099 12.4761904761905 21.4761904761905 9.60119047619048 0.976190476190476 0.619047619047619
"292" "21 Avenue De La Grande Arm e 16th arr 75016 Paris France" "Montfleuri" 48.8747153 2.2906388 8.2 1106 14.1315789473684 15.2719298245614 11.3157894736842 0.956140350877193 0.745614035087719
"293" "21 Avonmore Road Kensington Hammersmith and Fulham London W14 8RP United Kingdom" "Simply Rooms Suites" 51.4944875 -0.2070605 7.7 226 18.0260869565217 12.7565217391304 4.8695652173913 0.921739130434783 0.773913043478261
"294" "21 Boulevard De Clichy 9th arr 75009 Paris France" "Mercure Paris Pigalle Sacre Coeur" 48.8823398 2.3364764 8.3 441 25.3384615384615 18.9076923076923 7.30769230769231 0.923076923076923 0.753846153846154
"295" "21 Gower Street Camden London WC1E 6HG United Kingdom" "The Academy" 51.5205441 -0.1308091 7.8 612 25.6046511627907 17.4573643410853 8.62015503875969 0.883720930232558 0.829457364341085
"296" "21 Piccadilly Westminster Borough London W1J 0BH United Kingdom" "Le Meridien Piccadilly" 51.5094835 -0.1362538 7.6 817 24.8076923076923 9.65769230769231 5.21538461538462 0.85 0.884615384615385
"297" "21 rue de Dunkerque 10th arr 75010 Paris France" "Mercure Paris Terminus Nord" 48.8794843 2.3556545 7.4 5575 18.3241946538725 15.1507882111035 7.88553803975326 0.9184372858122 0.799177518848526
"298" "21 rue F licien David 16th arr 75016 Paris France" "H tel F licien by Elegancia" 48.8493082 2.2743626 8.4 448 22.8484848484848 21.7272727272727 7.27272727272727 0.939393939393939 0.772727272727273
"299" "21 rue Lavoisier 8th arr 75008 Paris France" "Le Lavoisier" 48.8737702 2.3201063 8 66 18.0833333333333 8.91666666666667 4.5 1 0.833333333333333
"300" "21 rue Moli re 1st arr 75001 Paris France" "H tel Moli re" 48.8655293 2.3360102 9.2 579 5.85483870967742 23.2661290322581 9.2258064516129 0.983870967741935 0.532258064516129
"301" "213 rue de la Croix Nivert 15th arr 75015 Paris France" "Vice Versa" 48.8363819 2.2897793 8.3 637 14.2372881355932 14.5593220338983 5.93220338983051 0.932203389830508 0.661016949152542
"302" "214 High Street Acton London London W3 9NX United Kingdom" "The Kings Head Hotel" 51.5079153 -0.2730145 8.9 200 16.8488372093023 25.1627906976744 5.3953488372093 0.965116279069767 0.825581395348837
"303" "214 rue du Faubourg Saint Honor 8th arr 75008 Paris France" "H tel Etoile Saint Honor by Happyculture" 48.8756508 2.3041568 8.2 762 17.1644736842105 25.1184210526316 6.375 0.947368421052632 0.743421052631579
"304" "214 rue Saint Jacques 5th arr 75005 Paris France" "Hotel Le petit Paris" 48.8452789 2.342295 8.8 221 12.9298245614035 19.4561403508772 6.63157894736842 0.947368421052632 0.614035087719298
"305" "216 Avenue Jean Jaures 19th arr 75019 Paris France" "Mercure Paris 19 Philharmonie La Villette" 48.8886969 2.3945403 7.5 607 30.1296296296296 20.6666666666667 6.51851851851852 0.87037037037037 0.796296296296296
"306" "218 220 rue du Faubourg St Honor 8th arr 75008 Paris France" "Royal Garden Champs Elysees" 48.8757155 2.3038781 7.3 1125 23.0049504950495 13.6089108910891 6.06930693069307 0.886138613861386 0.811881188118812
"307" "218 rue de Rivoli 1st arr 75001 Paris France" "H tel Brighton Esprit de France" 48.8649306 2.3290844 8.7 973 16.1478873239437 22.8028169014085 6.16197183098592 0.964788732394366 0.707746478873239
"308" "22 24 Rue Faidherbe 11th arr 75011 Paris France" "H tel Paris Bastille Boutet MGallery by Sofitel" 48.8519215 2.3839993 8.8 381 16.2857142857143 19.6507936507937 14.3968253968254 0.968253968253968 0.650793650793651
"309" "22 25 Finsbury Square City Islington London EC2A 1DX United Kingdom" "Montcalm Royal London House City of London" 51.5218066 -0.0856081 9.2 1592 17.827972027972 23.4587412587413 4.6993006993007 0.956643356643357 0.682517482517483
"310" "22 28 Broadway Westminster Borough London SW1H 0BH United Kingdom" "Conrad London St James" 51.4993927 -0.1329128 9.1 944 14.659217877095 16.6424581005587 6.56703910614525 0.946927374301676 0.712290502793296
"311" "22 avenue de Villiers 17th arr 75017 Paris France" "L Edmond H tel" 48.8823111 2.3132374 8.2 174 15.35 21.7 4.95 1 0.8
"312" "22 Avenue du professeur lemierre 20th arr 75020 Paris France" "Novotel Suites Paris Montreuil Vincennes" 48.8554268 2.4152555 7.6 1176 25.5572916666667 13.2760416666667 5.01041666666667 0.84375 0.864583333333333
"313" "22 Hertsmere Road Tower Hamlets London E14 4ED United Kingdom" "London Marriott Hotel West India Quay" 51.5072713 -0.0211213 8.9 2836 16.3821742066172 17.5124915597569 4.73598919648886 0.950708980418636 0.710330857528697
"314" "22 Park Lane Westminster Borough London W1K 1BE United Kingdom" "London Hilton on Park Lane" 51.5055513 -0.1501698 7.8 943 21.1148036253776 10.9516616314199 5.34441087613293 0.882175226586103 0.83987915407855
"315" "22 Portman Square Westminster Borough London W1H 7BG United Kingdom" "Radisson Blu Portman Hotel London" 51.5161911 -0.1579487 7.9 2308 20.7269585253456 11.5748847926267 6.26382488479263 0.904377880184332 0.815668202764977
"316" "22 rue d Antin 2nd arr 75002 Paris France" "H tel France d Antin Op ra" 48.8692566 2.3339369 8.5 173 19 26.8333333333333 6.33333333333333 0.933333333333333 0.733333333333333
"317" "22 Rue Danielle Casanova 1st arr 75002 Paris France" "Hotel Stendhal Place Vend me Paris MGallery by Sofitel" 48.8681455 2.3313064 8.8 141 5.27586206896552 20.6551724137931 6.03448275862069 0.96551724137931 0.620689655172414
"318" "22 rue de Buci 6th arr 75006 Paris France" "H tel De Buci by MH" 48.8538752 2.3366123 8.9 194 14.4137931034483 22.2758620689655 4.98275862068965 0.96551724137931 0.706896551724138
"319" "22 Rue de La Parcheminerie 5th arr 75005 Paris France" "Hotel Parc Saint Severin Esprit de France" 48.8518584 2.3447798 9.1 600 10.2283950617284 24.6975308641975 9.04320987654321 0.969135802469136 0.617283950617284
"320" "22 Rue Tronchet 8th arr 75008 Paris France" "Hotel Chavanel" 48.8721692 2.3262681 8.7 130 13.5714285714286 16.2857142857143 5.92857142857143 0.857142857142857 0.785714285714286
"321" "22 Stanley Gardens Kensington and Chelsea London W11 2NG United Kingdom" "The Portobello Hotel" 51.512257 -0.2034244 8.9 240 12.1212121212121 21.8888888888889 4.93939393939394 0.98989898989899 0.545454545454545
"322" "221 Rue Saint Honore 1st arr 75001 Paris France" "Royal Saint Honore" 48.8658792 2.3298903 8.6 667 11.7058823529412 17.5073529411765 6.11764705882353 0.919117647058823 0.683823529411765
"323" "222 Marylebone Road Westminster Borough London NW1 6JQ United Kingdom" "Landmark London" 51.519016 -0.166267 9 1062 14.6222222222222 19.6444444444444 8.23950617283951 0.923456790123457 0.693827160493827
"324" "225 Edgware Road Westminster Borough London W2 1JU United Kingdom" "Hilton London Metropole" 51.5195688 -0.170521 7.5 6977 25.0235920852359 12.2359208523592 5.029299847793 0.872146118721461 0.863394216133942
"325" "225 High Street Kensington Kensington and Chelsea London W8 6SA United Kingdom" "Best Western Seraphine Kensington Olympia" 51.4992791 -0.1973593 7.4 895 24.6096256684492 13.8957219251337 6.72727272727273 0.909090909090909 0.855614973262032
"326" "225 Ladbroke Grove Kensington and Chelsea London W10 6HQ United Kingdom" "Portobello House" 51.5199224 -0.2116636 8.4 344 16.4809160305344 19.2748091603053 5.91603053435114 0.954198473282443 0.709923664122137
"327" "228 Rue De Rivoli 1st arr 75001 Paris France" "Le Meurice" 48.8653685 2.328218 9.3 166 14.15 20.65 7.8 0.95 0.625
"328" "23 25 rue de Pont Neuf 1st arr 75001 Paris France" "Maison Albar Hotel Paris C line" 48.8606187 2.344401 8.9 326 37.8064516129032 23.4516129032258 9.46774193548387 0.967741935483871 0.774193548387097
"329" "23 Leinster Gardens Westminster Borough London W2 3AN United Kingdom" "Henry VIII" 51.5124655 -0.182274 7 2937 26.9530261969286 13.7118337850045 5.11653116531165 0.892502258355917 0.885275519421861
"330" "23 Mecklenburgh Square Camden London WC1N 2AD United Kingdom" "Goodenough Club" 51.525535 -0.1180354 8.5 959 16.7811158798283 19.4248927038627 8.81330472103004 0.948497854077253 0.703862660944206
"331" "23 rue du Faubourg Montmartre 9th arr 75009 Paris France" "Hotel Pulitzer Paris" 48.8731996 2.3425446 8.4 1521 16.805 17.905 7.58 0.935 0.745
"332" "23 Rue Vignon 8th arr 75008 Paris France" "Hotel Vignon" 48.8717146 2.3261812 8.8 617 17.1596638655462 18.5714285714286 9.29411764705882 0.991596638655462 0.638655462184874
"333" "230 A Mile End Road Tower Hamlets London E1 4LJ United Kingdom" "London Suites" 51.5215508 -0.0469238 7.4 259 24.3947368421053 16.2631578947368 6.07894736842105 0.850877192982456 0.850877192982456
"334" "232 Boulevard Raspail 14th arr 75014 Paris France" "H tel Aiglon Esprit de France" 48.8396623 2.3300582 8.9 1152 12.3118811881188 23.1435643564356 9.2029702970297 0.965346534653465 0.613861386138614
"335" "234 Diputacio Eixample 08007 Barcelona Spain" "Sansi Diputacio" 41.3882234 2.1644551 7.8 338 24.9122807017544 13.1228070175439 9.94736842105263 0.912280701754386 0.807017543859649
"336" "239 Vauxhall Bridge Road Westminster Borough London SW1V 1EQ United Kingdom" "Park Plaza Victoria London" 51.4942539 -0.1414756 8.6 4426 17.8170478170478 16.015246015246 9.00485100485101 0.927234927234927 0.731808731808732
"337" "24 27 Bedford Place Bloomsbury Camden London WC1B 5JH United Kingdom" "Grange Beauchamp Hotel" 51.5203266 -0.1245891 8.6 761 17.9750778816199 18.8660436137072 5.65420560747664 0.934579439252336 0.769470404984424
"338" "24 Egerton Gardens Kensington and Chelsea London SW3 2DB United Kingdom" "The Franklin Hotel Starhotels Collezione" 51.4960283 -0.1686355 8.8 70 17.9285714285714 24.1071428571429 7.39285714285714 1 0.75
"339" "24 Ludgate Hill City of London London EC4M 7DR United Kingdom" "Club Quarters Hotel St Paul s" 51.5139298 -0.101126 8.4 4117 16.0143212951432 17.7241594022416 8.93773349937734 0.950186799501868 0.731008717310087
"340" "24 rue Bassano 16th arr 75016 Paris France" "Hotel Elys es Bassano" 48.8689307 2.2974503 7.9 652 16.0165289256198 12.7768595041322 9.04132231404959 0.917355371900826 0.818181818181818
"341" "24 rue Cadet 9th arr 75009 Paris France" "Hotel Opera Cadet" 48.8754371 2.3434586 8.5 349 10.0769230769231 19.1076923076923 8.90769230769231 0.938461538461538 0.646153846153846
"342" "24 Rue d Amsterdam 9th arr 75009 Paris France" "Phileas Hotel" 48.8768854 2.3270623 8.7 1000 18.484375 18.5520833333333 10.6822916666667 0.953125 0.677083333333333
"343" "24 Rue De Miromesnil 8th arr 75008 Paris France" "Holiday Inn Paris Elys es" 48.8730437 2.3161144 8 421 18.2539682539683 13.6507936507937 4.61904761904762 0.841269841269841 0.80952380952381
"344" "24 rue de Ponthieu 8th arr 75008 Paris France" "H tel Beauchamps" 48.87096 2.3091617 8.1 1463 17.8269896193772 15.3010380622837 5.1280276816609 0.906574394463668 0.775086505190311
"345" "25 avenue du General Leclerc 14th arr 75014 Paris France" "Best Western Nouvel Orl ans Montparnasse" 48.8309896 2.3297301 8.1 988 21.132183908046 23.2873563218391 9.2816091954023 0.931034482758621 0.839080459770115
"346" "25 Avenue Montaigne 8th arr 75008 Paris France" "Hotel Plaza Athenee Paris" 48.8661932 2.3042141 9.3 160 10.7777777777778 10.1388888888889 7.86111111111111 0.888888888888889 0.527777777777778
"347" "25 Boulevard Auguste Blanqui 13th arr 75013 Paris France" "Mercure Paris Place d Italie" 48.830196 2.3529539 7.9 192 16.3333333333333 10.7037037037037 7.44444444444444 0.962962962962963 0.740740740740741
"348" "25 Courtfield Gardens Kensington and Chelsea London SW5 0PG United Kingdom" "The Nadler Kensington" 51.4931086 -0.190208 9 1209 13.8289205702648 22.4297352342159 9.76782077393075 0.957230142566191 0.64969450101833
"349" "25 rue des Saints P res 6th arr 75006 Paris France" "H tel Da Vinci Spa" 48.8565778 2.3319767 9.1 352 13.0547945205479 26.6849315068493 6.35616438356164 0.979452054794521 0.650684931506849
"350" "25 Rue Theodore de Banville 17th arr 75017 Paris France" "XO Hotel" 48.8827492 2.2982782 8.9 49 14.2307692307692 21.3846153846154 8.53846153846154 1 0.615384615384615
"351" "25 Rue Vernet 8th arr 75008 Paris France" "H tel Vernet" 48.871859 2.2978177 8.6 473 16.0566037735849 13.8584905660377 10.3207547169811 0.933962264150943 0.764150943396226
"352" "251 rue Saint Honor 1st arr 75001 Paris France" "Mandarin Oriental Paris" 48.8671889 2.326927 9.1 81 16.5238095238095 13.4285714285714 4.90476190476191 0.952380952380952 0.761904761904762
"353" "252 High Holborn Holborn Camden London WC1V 7EN United Kingdom" "Rosewood London" 51.5173303 -0.1180966 9.4 1008 11.9666666666667 20.9564102564103 7.85128205128205 0.979487179487179 0.638461538461538
"354" "257 Rue De Vaugirard 15th arr 75015 Paris France" "Novotel Paris Vaugirard Montparnasse" 48.8399018 2.3031011 7.6 1313 24.1111111111111 17.5648148148148 4.96759259259259 0.944444444444444 0.824074074074074
"355" "26 28 Trebovir Rd Kensington and Chelsea London SW5 9NJ United Kingdom" "Mayflower Hotel Apartments" 51.4916677 -0.1947475 7.5 2197 26.8977673325499 16.6968272620447 6.30552291421857 0.91304347826087 0.877790834312573
